"code","npias","name","city","state","ADO","service_level","district","fiscal_year","description","grant_number","airport_id","total","entitlement_total","discretionary_total","stimulus_total"
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2005,"Rehabilitate Runway [marking] - 18/36, Rehabilitate Taxiway [rehab txy A north], Security Enhancements","3-55-0030-028-2005","LSE",1365234.00,1365234.00,0.00,0.00
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2006,"Extend Taxiway","3-55-0030-029-2006","LSE",1423126.00,1423126.00,0.00,0.00
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2007,"Rehabilitate Taxiway [Txy A]","3-55-0030-030-2007","LSE",1414754.00,1414754.00,0.00,0.00
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2008,"Extend Runway - 18/36","3-55-0030-031-2008","LSE",3230000.00,1035996.00,2194004.00,0.00
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2008,"Improve Terminal Building [design]","3-55-0030-032-2008","LSE",360968.00,360968.00,0.00,0.00
"LSE","55-0030","La Crosse Municipal","La Crosse","WI","MSP","P",3,2009,"Extend Taxiway","3-55-0030-033-2009","LSE",6270001.00,1410464.00,4859537.00,0.00
"4R5","55-0031","Madeline Island","La Pointe","WI","MSP","",,,"","","",,,,
"RCX","55-0032","Rusk County","Ladysmith","WI","MSP","",,,"","","",,,,
"73C","55-0106","Lancaster Municipal","Lancaster","WI","MSP","",,,"","","",,,,
"LNL","55-0124","Kings Land O' Lakes","Land O'Lakes","WI","MSP","",,,"","","",,,,
"LNR","55-0126","Tri-County Regional","Lone Rock","WI","MSP","",,,"","","",,,,
"87Y","55-0125","Blackhawk Airfield","Madison","WI","MSP","",,,"","","",,,,
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2005,"Improve Runway Safety Area - 14/32","3-55-0036-036-2005","MSN",9083709.00,0.00,9083709.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2005,"Improve Runway Safety Area - 14/32","3-55-0036-037-2005","MSN",3768215.00,0.00,3768215.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2006,"Acquire Safety Equipment and/or Fencing, Expand Apron [expand terminal apron north phase 1]","3-55-0036-038-2006","MSN",4530280.00,3830280.00,700000.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2006,"Acquire Safety Equipment and/or Fencing","3-55-0036-039-2006","MSN",3950000.00,0.00,3950000.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2007,"Expand Apron","3-55-0036-040-2007","MSN",855000.00,855000.00,0.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2008,"Acquire Equipment, Expand Apron [Phase 1 - Relocate glycol ponds], Rehabilitate Taxiway","3-55-0036-041-2008","MSN",9195201.00,4965367.00,4229834.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2008,"Construct Taxiway [design], Expand Apron [Phase 2 - Expand apron], Install Runway Incursion Caution Bars, Rehabilitate Taxiway [design]","3-55-0036-042-2008","MSN",5600062.00,1730062.00,3870000.00,0.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2009,"Construct Taxiway","3-55-0036-043-2009","MSN",3900000.00,0.00,0.00,3900000.00
"MSN","55-0036","Dane County Regional-Truax Field","Madison","WI","MSP","P",2,2009,"Rehabilitate Taxiway","3-55-0036-044-2009","MSN",5649118.00,3749118.00,1900000.00,0.00
"D25","55-0037","Manitowish Waters","Manitowish Waters","WI","MSP","",,,"","","",,,,
"MTW","55-0038","Manitowoc County","Manitowoc","WI","MSP","",,,"","","",,,,
"MFI","55-0039","Marshfield Municipal","Marshfield","WI","MSP","",,,"","","",,,,
"MDZ","55-0041","Taylor County","Medford","WI","MSP","",,,"","","",,,,
"LUM","55-0043","Menomonie Municipal-Score Field","Menomonie","WI","MSP","",,,"","","",,,,
"RRL","55-0044","Merrill Municipal","Merrill","WI","MSP","",,,"","","",,,,
"C29","55-0116","Middleton Municipal - Morey Field","Middleton","WI","MSP","",,,"","","",,,,
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2005,"Construct Runway Safety Area [this is for the EA for the RSA work] - 01L/19R, Rehabilitate Apron [North FBO apron], Rehabilitate Apron [terminal apron joint repair], Rehabilitate Taxiway","3-55-0045-048-2005","MKE",3331569.00,2811819.00,519750.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2005,"Noise Mitigation Measures for Residences within 65 - 69 DNL","3-55-0045-049-2005","MKE",5785646.00,0.00,5785646.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2006,"Construct Taxiway, Rehabilitate Apron","3-55-0045-050-2006","MKE",4127711.00,4127711.00,0.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2006,"Rehabilitate Apron [2007], Rehabilitate Apron, Rehabilitate Service Road","3-55-0045-051-2006","MKE",1871358.00,1871358.00,0.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2007,"Acquire Safety Equipment and/or Fencing, Construct Snow Removal Equipment Building [design], Improve Runway Safety Area - 07R/25L, Rehabilitate Runway [non triggered] - 07R/25L, Rehabilitate Service Road","3-55-0045-052-2007","MKE",2397701.00,2105701.00,292000.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2008,"Improve Airport Drainage, Install Perimeter Fencing, Install Runways Incursion Caution Bars, Rehabilitate Runway - 01R/19L, Rehabilitate Service Road, Rehabilitate Taxiway","3-55-0045-053-2008","MKE",2653470.00,2653470.00,0.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2008,"Construct Runway Safety Area - 01L/19R, Construct Runway Safety Area - 07R/25L","3-55-0045-054-2008","MKE",5000000.00,0.00,5000000.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2009,"Construct Runway Safety Area - 07R/25L","3-55-0045-055-2009","MKE",9000000.00,0.00,9000000.00,0.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2009,"Construct Runway Safety Area - 01L/19R","3-55-0045-056-2009","MKE",2706498.00,0.00,0.00,2706498.00
"MKE","55-0045","General Mitchell International","Milwaukee","WI","MSP","P",4,2009,"Install Runways Incursion Caution Bars, Rehabilitate Access Road, Rehabilitate Apron, Rehabilitate Runway [study] - 01L/19R, Rehabilitate Runway - 07R/25L, Security Enhancements","3-55-0045-057-2009","MKE",3946500.00,3946500.00,0.00,0.00
"MWC","55-0046","Lawrence J Timmerman","Milwaukee","WI","MSP","",,,"","","",,,,
"MRJ","55-0048","Iowa County","Mineral Point","WI","MSP","",,,"","","",,,,
"ARV","55-0049","Lakeland/Noble F. Lee Memorial Field","Minocqua-Woodruff","WI","MSP","",,,"","","",,,,
"EFT","55-0050","Monroe Municipal","Monroe","WI","MSP","",,,"","","",,,,
"CWA","55-0052","Central Wisconsin","Mosinee","WI","MSP","P",7,2005,"Acquire Snow Removal Equipment [replace anti icing vehicle #20]","3-55-0052-034-2005","CWA",76156.00,76156.00,0.00,0.00
"CWA","55-0052","Central Wisconsin","Mosinee","WI","MSP","P",7,2006,"Conduct Airport Master Plan Study, Rehabilitate Runway - 17/35","3-55-0052-035-2006","CWA",662644.00,662644.00,0.00,0.00
"CWA","55-0052","Central Wisconsin","Mosinee","WI","MSP","P",7,2007,"Acquire Aircraft Rescue & Fire Fighting Vehicle, Construct Terminal Building [Conduct EA], Install Miscellaneous NAVAIDS","3-55-0052-036-2007","CWA",855000.00,855000.00,0.00,0.00
"CWA","55-0052","Central Wisconsin","Mosinee","WI","MSP","P",7,2008,"Acquire Snow Removal Equipment","3-55-0052-037-2008","CWA",391400.00,391400.00,0.00,0.00
"CWA","55-0052","Central Wisconsin","Mosinee","WI","MSP","P",7,2009,"Construct Terminal Building, Improve Runway Safety Area - 17/35, Rehabilitate Taxiway","3-55-0052-038-2009","CWA",3515000.00,3515000.00,0.00,0.00
"VIQ","55-0054","Neillsville Municipal","Neillsville","WI","MSP","",,,"","","",,,,
"8D1","55-0055","New Holstein Municipal","New Holstein","WI","MSP","",,,"","","",,,,
"82C","55-0040","Mauston-New Lisbon Union","New Lisbon","WI","MSP","",,,"","","",,,,
"RNH","55-0057","New Richmond Regional","New Richmond","WI","MSP","",,,"","","",,,,
"OCQ","55-0059","J. Douglas Bake Memorial.","Oconto","WI","MSP","",,,"","","",,,,
"OEO","55-0060","L O Simenstad Municipal","Osceola","WI","MSP","",,,"","","",,,,
"OSH","55-0061","Wittman Regional","Oshkosh","WI","MSP","",,,"","","",,,,
"88C","55-0117","Palmyra Municipal","Palmyra","WI","MSP","",,,"","","",,,,
"PKF","55-0063","Park Falls Municipal","Park Falls","WI","MSP","",,,"","","",,,,
"PBH","55-0064","Price County","Phillips","WI","MSP","",,,"","","",,,,
"PVB","55-0065","Platteville Municipal","Platteville","WI","MSP","",,,"","","",,,,
"C47","55-0066","Portage Municipal","Portage","WI","MSP","",,,"","","",,,,
"PDC","55-0067","Prairie Du Chien Municipal","Prairie du Chien","WI","MSP","",,,"","","",,,,
"91C","55-0111","Sauk-Prairie","Prairie du Sac","WI","MSP","",,,"","","",,,,
"RAC","55-0068","John H Batten","Racine","WI","MSP","",,,"","","",,,,
"C35","55-0069","Reedsburg Municipal","Reedsburg","WI","MSP","",,,"","","",,,,
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2005,"Rehabilitate Apron [Crack sealing air carrier apron], Rehabilitate Runway [Crack sealing concrete pavement] - 09/27, Rehabilitate Runway [Rehabilitate Runway- Phase 1 design] - 15/33, Rehabilitate Taxiway [Crack sealing of TWY\'s A, B, C, and D], Update Ai","3-55-0070-023-2005","RHI",597639.00,597639.00,0.00,0.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2006,"Construct Apron, Construct Taxiway, Extend Runway - 15/33, Rehabilitate Runway - 15/33","3-55-0070-024-2006","RHI",3515333.00,1839744.00,1675589.00,0.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2007,"Acquire Safety Equipment and/or Fencing, Construct Service Road, Construct Taxiway","3-55-0070-025-2007","RHI",1019861.00,1019861.00,0.00,0.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2008,"Install Apron Lighting, Rehabilitate Runway Lighting [Rehabilitate RWY 9/27 HIRLs;signage; electrical vault] - 09/27, Rehabilitate Taxiway Lighting","3-55-0070-026-2008","RHI",741606.00,741606.00,0.00,0.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2009,"Improve Airport Miscellaneous Improvements [Improve windcone lighting], Rehabilitate Runway Lighting [Upgrade and dispose of old electrical vault equipment] - 09/27, Rehabilitate Taxiway [Design TWY A, A1, A3, B and D], Runway Incursion Markings [Install ","3-55-0070-027-2009","RHI",453818.00,453818.00,0.00,0.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2009,"Rehabilitate Taxiway","3-55-0070-028-2009","RHI",2251876.00,0.00,0.00,2251876.00
"RHI","55-0070","Rhinelander-Oneida County","Rhinelander","WI","MSP","P",7,2009,"Rehabilitate Taxiway [Rehabilitate taxiways B, D, and construction engineering for taxiways A, B and D.]","3-55-0070-029-2009","RHI",804576.00,804576.00,0.00,0.00
"RPD","55-0112","Rice Lake Regional - Carl's Field","Rice Lake","WI","MSP","",,,"","","",,,,
"93C","55-0073","Richland","Richland Center","WI","MSP","",,,"","","",,,,
"3WO","55-0074","Shawano Municipal","Shawano","WI","MSP","",,,"","","",,,,
"SBM","55-0075","Sheboygan County Memorial","Sheboygan","WI","MSP","",,,"","","",,,,
"SSQ","55-0076","Shell Lake Municipal","Shell Lake","WI","MSP","",,,"","","",,,,
"RZN","55-0077","Burnett County","Siren","WI","MSP","",,,"","","",,,,
"OLG","55-0130","Solon Springs Municipal","Solon Springs","WI","MSP","",,,"","","",,,,
"CMY","55-0079","Sparta/Fort McCoy","Sparta","WI","MSP","",,,"","","",,,,
"STE","55-0080","Stevens Point Municipal","Stevens Point","WI","MSP","",,,"","","",,,,
"SUE","55-0082","Door County Cherryland","Sturgeon Bay","WI","MSP","",,,"","","",,,,
"SUW","55-0083","Richard I Bong","Superior","WI","MSP","",,,"","","",,,,
"TKV","55-0086","Tomahawk Regional","Tomahawk","WI","MSP","",,,"","","",,,,
"Y51","55-0087","Viroqua Municipal","Viroqua","WI","MSP","",,,"","","",,,,
"2P2","55-0121","Washington Island","Washington Island","WI","MSP","",,,"","","",,,,
"RYV","55-0089","Watertown Municipal","Watertown","WI","MSP","",,,"","","",,,,
"UES","55-0090","Waukesha County","Waukesha","WI","MSP","",,,"","","",,,,
"PCZ","55-0091","Waupaca Municipal","Waupaca","WI","MSP","",,,"","","",,,,
"AUW","55-0093","Wausau Downtown","Wausau","WI","MSP","",,,"","","",,,,
"Y50","55-0094","Wautoma Municipal","Wautoma","WI","MSP","",,,"","","",,,,
"ETB","55-0095","West Bend Municipal","West Bend","WI","MSP","",,,"","","",,,,
"ISW","55-0096","Alexander Field South Wood County","Wisconsin Rapids","WI","MSP","",,,"","","",,,,
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2005,"Conduct Airport Master Plan Study [Wildlife Assessment], Construct Taxiway [Design], Install Miscellaneous NAVAIDS [Segmented Circle], Rehabilitate Terminal Building [Rehab Roof Overhangs], Security Enhancements","3-54-0001-019-2005","BKW",299917.00,107980.00,191937.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2006,"Construct Taxiway [Construct], Rehabilitate Terminal Building","3-54-0001-020-2006","BKW",968698.00,229862.00,738836.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2007,"Rehabilitate Aircraft Rescue & Fire Fighting Building, Security Enhancements","3-54-0001-021-2007","BKW",182108.00,182108.00,0.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2008,"Rehabilitate Apron, Remove Obstructions","3-54-0001-022-2008","BKW",456608.00,456608.00,0.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2009,"Rehabilitate Apron","3-54-0001-023-2009","BKW",856706.00,0.00,856706.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2009,"Update Airport Master Plan Study","3-54-0001-024-2009","BKW",251750.00,251750.00,0.00,0.00
"BKW","54-0001","Raleigh County Memorial","Beckley","WV","BEC","CS",3,2009,"Rehabilitate Runway Lighting - 01/19, Rehabilitate Taxiway Lighting","3-54-0001-025-2009","BKW",744560.00,344560.00,400000.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2005,"Construct Fuel Farm [design], Improve Terminal Building, Remove Obstructions [RW 23 Approach and Primary Surface]","3-54-0002-017-2005","BLF",555998.00,62121.00,493877.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2006,"Construct Apron, Construct Fuel Farm [Construct], Improve Runway Safety Area - 05/23, Improve Terminal Building","3-54-0002-018-2006","BLF",1526288.00,798836.00,727452.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2007,"Acquire Aircraft Rescue & Fire Fighting Safety Equipment, Improve Runway Safety Area - 05/23, Improve Terminal Building","3-54-0002-019-2007","BLF",3419207.00,173492.00,3245715.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2008,"Improve Terminal Building, Rehabilitate Runway Lighting - 05/23, Update Airport Master Plan Study","3-54-0002-020-2008","BLF",311240.00,111240.00,200000.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2009,"Improve Terminal Building","3-54-0002-021-2009","BLF",200000.00,0.00,200000.00,0.00
"BLF","54-0002","Mercer County","Bluefield","WV","BEC","GA",3,2009,"Rehabilitate Runway Lighting - 05/23, Rehabilitate Taxiway Lighting, Wildlife Hazard Assessments","3-54-0002-022-2009","BLF",509648.00,188760.00,320888.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2005,"Install Apron Lighting [South Apron], Install Perimeter Fencing","3-54-0039-016-2005","W22",567362.00,567362.00,0.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2006,"Install Perimeter Fencing","3-54-0039-017-2006","W22",327589.00,327589.00,0.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2007,"Construct Building","3-54-0039-018-2007","W22",150000.00,150000.00,0.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2008,"Construct Building [T-hangar]","3-54-0039-019-2008","W22",111240.00,111240.00,0.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2008,"Construct Building [Portion of Box Hangar]","3-54-0039-020-2008","W22",38760.00,38760.00,0.00,0.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2009,"Rehabilitate Apron","3-54-0039-021-2009","W22",806118.00,0.00,0.00,806118.00
"W22","54-0039","Upshur County Regional","Buckhannon","WV","BEC","GA",2,2009,"Construct Access Road","3-54-0039-022-2009","W22",185908.00,185908.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2005,"Expand Terminal Building, Improve Runway Safety Area [RW 5 END] - 05/23, Improve Terminal Building, Rehabilitate Apron, Remove Obstructions [Environmental Assessment]","3-54-0003-035-2005","CRW",8137240.00,2281795.00,5855445.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2006,"Acquire Snow Removal Equipment [plow and spreader]","3-54-0003-036-2006","CRW",168998.00,158987.00,10011.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2006,"Construct Taxiway [Environmental Permitting]","3-54-0003-037-2006","CRW",93799.00,93799.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2007,"Conduct Airport Master Plan Study","3-54-0003-038-2007","CRW",518700.00,518700.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2007,"Extend Runway, Extend Runway Safety Area [surveys] - 15/33, Improve Airport Miscellaneous Improvements, Remove Obstructions [Full EA Document]","3-54-0003-039-2007","CRW",3385158.00,3385158.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2008,"Rehabilitate Taxiway, Remove Obstructions [Design]","3-54-0003-040-2008","CRW",1861588.00,1861588.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2008,"Acquire Friction Measuring Equipment","3-54-0003-041-2008","CRW",46451.00,46451.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2008,"Extend Taxiway","3-54-0003-042-2008","CRW",664811.00,664811.00,0.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2009,"Improve Terminal Building","3-54-0003-043-2009","CRW",4975306.00,0.00,0.00,4975306.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2009,"Rehabilitate Taxiway","3-54-0003-044-2009","CRW",2325121.00,2075121.00,250000.00,0.00
"CRW","54-0003","Yeager","Charleston","WV","BEC","P",2,2009,"Wildlife Hazard Assessments","3-54-0003-045-2009","CRW",133494.00,107454.00,26040.00,0.00
"CKB","54-0005","North Central West Virginia","Clarksburg","WV","BEC","CS",1,2005,"Acquire Friction Measuring Equipment, Construct Aircraft Rescue & Fire Fighting Building, Improve Runway Safety Area [Grading] - 03/21, Rehabilitate Emergency Generator, Security Enhancements [(Camera System)]","3-54-0005-028-2005","CKB",3118023.00,857789.00,2260234.00,0.00
