Indent,Budget Function,Subsidyscope Title,Title as Appears in Budget,Source,Report Year,2000 Total,2001 Total,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2006,,,,,50.00,60.00,40.00,40.00,40.00,50.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,60.00,40.00,40.00,40.00,50.00,50.00,,,,,,,"In addition to the receipts shown, there are outlays of $70 million in 2004, $90 million in 2005, $100 million in 2006, $120 million in 2007, $130 million in 2008, and $140 million in 2009 and $150 million in 2010 projected."
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2007,,,,,,20.00,20.00,30.00,30.00,30.00,30.00,30.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,30.00,30.00,30.00,30.00,30.00,,,,,,
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2008,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,The figures in the table indicate the effect of the health insurance tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2006 $90; 2007 $100; 2008 $110; 2009 $120; 2010 $130; 2011 $140; and 2012 $150.
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals,Treasury,2009,,,,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,20.00,20.00,,,,The figures in the table indicate the effect of the health insurance tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2007 $100; 2008 $110; 2009 $120; 2010 $130; 2011 $140; 2012 $150; and 2013 $160.
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals ,Treasury,2010,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,10.00,10.00,10.00,10.00,10.00,10.00,,,The figures in the table indicate the effect of the health insurance tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2008 $100; 2009 $100; 2010 $110; 2011 $110; 2012 $120; 2013 $140; and 2014 $150. 
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals  ,Treasury,2011,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,The figures in the table indicate the effect of the health insurance tax credit on receipts.  The effect of the credit on outlays (in millions of dollars) is as follows: 2009 $100; 2010 $110; 2011 $110; 2012 $120; 2013 $130; 2014 $140; and 2015 $150.
*,Health,Tax credit for health insurance purchased by certain displaced and retired individuals,Tax credit for health insurance purchased by certain displaced and retired individuals  ,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The figures in the table indicate the effect of the health coverage tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2010 $200; 2011 $150; 2012 $130; 2013 $130; 2014 $140; 2015 $150; and 2016 $150.
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2001,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,<50,<50,<50,<50,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2002,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2003,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug clinical testing,JCT,2004,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2005,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2006,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,200.00,200.00,200.00,200.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2007,,,,,,200.00,200.00,200.00,300.00,300.00,,,,,,,,,,,,,200.00,200.00,200.00,300.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2008,,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,200.00,300.00,300.00,300.00,300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,JCT,2009,,,,,,,,300.00,300.00,300.00,300.00,400.00,,,,,,,,,,,,,300.00,300.00,300.00,300.00,400.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,
*,Health,Tax credit for orphan drug research,Credit for orphan drug research,JCT,2010,,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,300.00,300.00,300.00,400.00,400.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,
*,Health,Tax credit for orphan drug research,Credit for orphan drug research,JCT,2011,,,,,,,,,,400.00,500.00,500.00,600.00,600.00,,,,,,,,,,,,,400.00,500.00,500.00,600.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Health,Tax credit for orphan drug research,Credit for orphan drug research,JCT,2012,,,,,,,,,,,500.00,500.00,600.00,600.00,600.00,,,,,,,,,,,,,500.00,500.00,600.00,600.00,600.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2001,80.00,90.00,100.00,115.00,130.00,140.00,,,,,,,,,,,,80.00,90.00,100.00,115.00,130.00,140.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2002,100.00,110.00,130.00,140.00,160.00,180.00,200.00,,,,,,,,,,,100.00,110.00,130.00,140.00,160.00,180.00,200.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2003,,140.00,150.00,170.00,190.00,220.00,240.00,270.00,,,,,,,,,,,140.00,150.00,170.00,190.00,220.00,240.00,270.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2004,,,140.00,160.00,180.00,200.00,220.00,250.00,280.00,,,,,,,,,,,140.00,160.00,180.00,200.00,220.00,250.00,280.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2005,,,,160.00,180.00,200.00,220.00,250.00,280.00,310.00,,,,,,,,,,,160.00,180.00,200.00,220.00,250.00,280.00,310.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2006,,,,,180.00,210.00,230.00,260.00,290.00,330.00,360.00,,,,,,,,,,,180.00,210.00,230.00,260.00,290.00,330.00,360.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2007,,,,,,210.00,230.00,260.00,290.00,320.00,360.00,410.00,,,,,,,,,,,210.00,230.00,260.00,290.00,320.00,360.00,410.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2008,,,,,,,230.00,260.00,290.00,320.00,360.00,410.00,460.00,,,,,,,,,,,230.00,260.00,290.00,320.00,360.00,410.00,460.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2009,,,,,,,,260.00,290.00,320.00,360.00,410.00,460.00,510.00,,,,,,,,,,,260.00,290.00,320.00,360.00,410.00,460.00,510.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2010,,,,,,,,,290.00,320.00,360.00,410.00,460.00,510.00,570.00,,,,,,,,,,,290.00,320.00,360.00,410.00,460.00,510.00,570.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2011,,,,,,,,,,270.00,290.00,320.00,350.00,380.00,410.00,450.00,,,,,,,,,,,270.00,290.00,320.00,350.00,380.00,410.00,450.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
*,Health,Tax credit for orphan drug research,Tax credit for orphan drug research,Treasury,2012,,,,,,,,,,,470.00,550.00,650.00,770.00,900.00,1060.00,1250.00,,,,,,,,,,,470.00,550.00,650.00,770.00,900.00,1060.00,1250.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2001,4500.00,4700.00,4900.00,5100.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,4500.00,4700.00,4900.00,5100.00,,,,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2002,4500.00,4700.00,4900.00,5100.00,5400.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4500.00,4700.00,4900.00,5100.00,5400.00,,,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2003,,4700.00,4900.00,5100.00,5400.00,5600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4700.00,4900.00,5100.00,5400.00,5600.00,,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2004,,,3500.00,3700.00,3800.00,3900.00,4000.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3500.00,3700.00,3800.00,3900.00,4000.00,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2005,,,,3800.00,3900.00,4000.00,4100.00,4100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3800.00,3900.00,4000.00,4100.00,4100.00,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2006,,,,,3700.00,3900.00,4000.00,4200.00,4400.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3700.00,3900.00,4000.00,4200.00,4400.00,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2007,,,,,,5200.00,5500.00,5700.00,6000.00,6300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,5200.00,5500.00,5700.00,6000.00,6300.00,,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2008,,,,,,,6500.00,6900.00,7400.00,8000.00,8500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,6500.00,6900.00,7400.00,8000.00,8500.00,,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2009,,,,,,,,7500.00,8100.00,8800.00,9500.00,10300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7500.00,8100.00,8800.00,9500.00,10300.00,,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2010,,,,,,,,,8100.00,8800.00,9500.00,10300.00,11200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,8100.00,8800.00,9500.00,10300.00,11200.00,,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2011,,,,,,,,,,2800.00,3000.00,3200.00,3500.00,3700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2800.00,3000.00,3200.00,3500.00,3700.00,,,,
*,Health,Workers' compensation insurance premiums,Exclusion of workers' compensation benefits (medical benefits),JCT,2012,,,,,,,,,,,3000.00,3200.00,3500.00,3700.00,4000.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,3000.00,3200.00,3500.00,3700.00,4000.00,,,
*,Health,Workers' compensation insurance premiums,Workers' compensation insurance premiums,Treasury,2001,4585.00,4555.00,4935.00,5120.00,5315.00,5515.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,4585.00,4555.00,4935.00,5120.00,5315.00,5515.00,,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Workers' compensation insurance premiums,Treasury,2002,4620.00,4850.00,5090.00,5350.00,5620.00,5900.00,6190.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4620.00,4850.00,5090.00,5350.00,5620.00,5900.00,6190.00,,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Workers' compensation insurance premiums,Treasury,2003,,4730.00,4870.00,5080.00,5230.00,5410.00,5570.00,5790.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4730.00,4870.00,5080.00,5230.00,5410.00,5570.00,5790.00,,,,,,,,,,
*,Health,Workers' compensation insurance premiums,Workers' compensation insurance premiums,Treasury,2004,,,5280.00,5770.00,6190.00,6630.00,7020.00,7490.00,8000.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5280.00,5770.00,6190.00,6630.00,7020.00,7490.00,8000.00,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2001,1200.00,1200.00,1200.00,1200.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,1200.00,1200.00,1200.00,1200.00,,,,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2002,1200.00,1200.00,1200.00,1200.00,1200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1200.00,1200.00,1200.00,1200.00,,,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2003,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2004,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2005,,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1600.00,1600.00,1600.00,1600.00,1600.00,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2006,,,,,1700.00,1700.00,1700.00,1700.00,1700.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1700.00,1700.00,1700.00,1700.00,1700.00,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2007,,,,,,1100.00,1100.00,1100.00,1100.00,1100.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1100.00,1100.00,1100.00,1100.00,1100.00,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2008,,,,,,,1100.00,1100.00,1200.00,1200.00,1200.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1100.00,1100.00,1200.00,1200.00,1200.00,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2009,,,,,,,,1100.00,1200.00,1200.00,1200.00,1300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1100.00,1200.00,1200.00,1200.00,1300.00,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2010,,,,,,,,,1200.00,1200.00,1200.00,1300.00,1300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1200.00,1200.00,1300.00,1300.00,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2011,,,,,,,,,,1200.00,1200.00,1300.00,1300.00,1300.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1200.00,1200.00,1300.00,1300.00,1300.00,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on savings bonds,JCT,2012,,,,,,,,,,,1300.00,1400.00,1400.00,1500.00,1500.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1300.00,1400.00,1400.00,1500.00,1500.00,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2001,1065.00,1115.00,1175.00,1235.00,1295.00,1355.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,1065.00,1115.00,1175.00,1235.00,1295.00,1355.00,,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2002,470.00,490.00,520.00,540.00,570.00,600.00,630.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,470.00,490.00,520.00,540.00,570.00,600.00,630.00,,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2003,,290.00,300.00,310.00,330.00,330.00,350.00,360.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,290.00,300.00,310.00,330.00,330.00,350.00,360.00,,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2004,,,510.00,590.00,670.00,750.00,840.00,920.00,1050.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,510.00,590.00,670.00,750.00,840.00,920.00,1050.00,,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2005,,,,30.00,40.00,40.00,40.00,40.00,40.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,40.00,40.00,40.00,40.00,40.00,50.00,,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2006,,,,,50.00,50.00,50.00,50.00,60.00,70.00,70.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,50.00,60.00,70.00,70.00,,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2007,,,,,,1350.00,1340.00,1350.00,1360.00,1380.00,1390.00,1440.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1350.00,1340.00,1350.00,1360.00,1380.00,1390.00,1440.00,,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2008,,,,,,,1260.00,1330.00,1340.00,1360.00,1370.00,1420.00,1520.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1260.00,1330.00,1340.00,1360.00,1370.00,1420.00,1520.00,,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2009,,,,,,,,1290.00,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1290.00,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2010,,,,,,,,,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,1500.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1310.00,1320.00,1330.00,1380.00,1470.00,1490.00,1500.00,,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2011,,,,,,,,,,1270.00,1180.00,1220.00,1300.00,1320.00,1330.00,1340.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1270.00,1180.00,1220.00,1300.00,1320.00,1330.00,1340.00,,
*,Interest,Deferral of interest on U.S. savings bonds,Deferral of interest on U.S. savings bonds,Treasury,2012,,,,,,,,,,,1180.00,1220.00,1300.00,1320.00,1330.00,1340.00,1360.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,1180.00,1220.00,1300.00,1320.00,1330.00,1340.00,1360.00,
*,General purpose fiscal assistance,Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car,Above-the-line deduction for State or local sales or excise tax imposed on the purchase of a new car,JCT,2011,,,,,,,,,,900.00,300.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,900.00,300.00,<50,0.00,0.00,,,,
*,General purpose fiscal assistance,Build America Bonds ,Build America Bonds ,Treasury,2011,,,,,,,,,,-200.00,-1300.00,-2120.00,-2110.00,-2030.00,-1960.00,-1880.00,,,,,,,,,,,-40.00,-390.00,-540.00,-570.00,-550.00,-530.00,-510.00,,,,,,,,,,,-160.00,-910.00,-1580.00,-1540.00,-1480.00,-1430.00,-1370.00,,"In addition, Build America Bonds have outlay effects of (in millions of dollars): 2009 $20; 2010 $2,900; 2011 $3,050; 2012 $2,960; 2013 $2,850; 2014 $2,740; and 2015 $2,640."
*,General purpose fiscal assistance,Build America Bonds ,Build America Bonds ,Treasury,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"In addition, Build America Bonds have outlay effects of (in millions of dollars): 2010 $1,850; 2011 $2,590; 2012 $2,860; 2013 $2,760; 2014 $2,650; 2015 $2,550, and 2016 $2,450."
