"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"H972","OTHER QC SVCS/HOUSEHOLD FURNISHINGS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",,,
"H973","OTHER QC SVCS/FOOD PREP-SERVING EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FOOD PREPARATION AND SERVING EQUIPMENT",,,
"H974","OTHER QC SVCS/OFFICE MACHINES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: OFFICE MACHINES, TEXT PROCESSING SYSTEMS AND VISIBLE RECORD EQUIPMENT",,,
"H975","OTHER QC SVCS/OFFICE SUPPLIES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: OFFICE SUPPLIES AND DEVICES",,,
"H976","OTHER QC SVCS/BOOKS-MAPS-PUBS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: BOOKS, MAPS, AND OTHER PUBLICATIONS",,,
"H977","OTHER QC SVCS/MUSICAL INST-RADIO-TV",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MUSICAL INSTRUMENTS, PHONOGRAPHS, AND HOME TYPE RADIOS",,,
"H978","OTHER QC SVCS/RECREATIONAL EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: RECREATIONAL AND ATHLETIC EQUIPMENT",,,
"H979","OTHER QC SVCS/CLEANING EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CLEANING EQUIPMENT AND SUPPLIES",,,
"H980","OTHER QC SVCS/BRUSHES-PAINTS-SEALER",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: BRUSHES, PAINTS, SEALERS, AND ADHESIVES",,,
"H981","OTHER QC SVCS/CONTAINERS-PACKAGING",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CONTAINERS, PACKAGING, AND PACKING SUPPLIES",,,
"H983","OTHER QC SVCS/TEXTILES-LEATHER-FURS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",,,
"H984","OTHER QC SVCS/CLOTHING - INDIVID EQ",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",,,
"H985","OTHER QC SVCS/TOILETRIES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: TOILETRIES",,,
"H987","OTHER QC SVCS/AGRICULTURAL SUPPLIES",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: AGRICULTURAL SUPPLIES",,,
"H988","OTHER QC SVCS/LIVE ANIMALS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: LIVE ANIMALS",,,
"H989","OTHER QC SVCS/SUBSISTENCE",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: SUBSISTENCE",,,
"H991","OTHER QC SVCS/FUELS-LUBRICANTS-OILS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: FUELS, LUBRICANTS, OILS, AND WAXES",,,
"H993","OTHER QC SVCS/NONMETALIC FAB MAT",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: NONMETALLIC FABRICATED MATERIALS",,,
"H994","OTHER QC SVCS/NONMETALIC CRUDE MAT",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: NONMETALLIC CRUDE MATERIALS",,,
"H995","OTHER QC SVCS/METAL BARS & SHEETS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: METAL BARS, SHEETS, AND SHAPES",,,
"H996","OTHER QC SVCS/ORES & MINERALS",10/1/1991,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",,,
"H999","MISC TEST & INSPECT SVC",10/15/1978,,"OTHER QUALITY CONTROL, TESTING AND INSPECTION SERVICES: MISCELLANEOUS",,,
"J","MAINT, REPAIR, REBUILD EQUIPMENT",10/1/1979,,,,,
"J0","MAINT, REPAIR, REBUILD OF EQUIPMENT",10/1/1979,,,,,
"J010","MAINT-REP OF WEAPONS",11/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: WEAPONS",,,
"J011","MAINT-REP OF NUCLEAR ORDNANCE",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: NUCLEAR ORDNANCE",,,
"J012","MAINT-REP OF FIRE CONT EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FIRE CONTROL EQUIPMENT",,,
"J013","MAINT-REP OF AMMO & EXPLOSIVES",12/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AMMUNITION AND EXPLOSIVES",,,
"J014","MAINT-REP OF GUIDED MISSILES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: GUIDED MISSILES",,,
"J015","MAINT-REP OF AIRCRAFT",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS",,,
"J016","MAINT-REP OF AIRCRAFT COMPONENTS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AIRCRAFT COMPONENTS AND ACCESSORIES",,,
"J017","MAINT-REP OF AIRCRAFT GROUND EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",,,
"J018","MAINT-REP OF SPACE VEHICLES",11/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SPACE VEHICLES",,,
"J019","MAINT-REP OF SHIPS-SML CRAFT-DOCKS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",,,
"J020","MAINT-REP OF SHIP & MARINE EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SHIP AND MARINE EQUIPMENT",,,
"J022","MAINT-REP OF RAILWAY EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: RAILWAY EQUIPMENT",,,
"J023","MAINT-REP OF VEHICLES-TRAILERS-CYC",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",,,
"J024","MAINT-REP OF TRACTORS",4/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: TRACTORS",,,
"J025","MAINT-REP OF VEHICULAR EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: VEHICULAR EQUIPMENT COMPONENTS",,,
"J026","MAINT-REP OF TIRES & TUBES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: TIRES AND TUBES",,,
"J028","MAINT-REP OF ENGINES & TURBINES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ENGINES, TURBINES, AND COMPONENTS",,,
"J029","MAINT-REP OF ENGINE ACCESSORIES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ENGINE ACCESSORIES",,,
"J030","MAINT-REP OF MECH POWER TRANS EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MECHANICAL POWER TRANSMISSION EQUIPMENT",,,
"J031","MAINT-REP OF BEARINGS",11/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: BEARINGS",,,
"J032","MAINT-REP OF WOODWORKING MACHINE",12/15/1981,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: WOODWORKING MACHINERY AND EQUIPMENT",,,
"J034","MAINT-REP OF METALWORK MACHINE",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: METALWORKING MACHINERY",,,
"J035","MAINT-REP OF SERVICE & TRADE EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SERVICE AND TRADE EQUIPMENT",,,
"J036","MAINT-REP OF SP INDUSTRY MACHINERY",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SPECIAL INDUSTRY MACHINERY",,,
"J037","MAINT-REP OF AGRICULTURE MACHINE",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AGRICULTURAL MACHINERY AND EQUIPMENT",,,
"J038","MAINT-REP OF CONTRUCT EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",,,
"J039","MAINT-REP OF MATERIALS HANDLING EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MATERIALS HANDLING EQUIPMENT",,,
"J040","MAINT-REP OF ROPE-CABLE-CHAIN",11/15/1980,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ROPE, CABLE, CHAIN, AND FITTINGS",,,
"J041","MAINT-REP OF REFRIGERATION - AC EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",,,
"J042","MAINT-REP OF FIRE-RESCUE-SAFETY EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FIRE FIGHTING, RESCUE, AND SAFETY EQUIPMENT; AND ENVIRONMENTAL PROTECTION EQUIPMENT AND MATERIALS",,,
"J043","MAINT-REP OF PUMPS & COMPRESSORS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: PUMPS AND COMPRESSORS",,,
"J044","MAINT-REP OF FURNACE-NUCLEAR REAC",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; AND NUCLEAR REACTORS",,,
"J045","MAINT-REP OF PLUMBING-HEATING EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",,,
"J046","MAINT-REP OF WATER PURIFICATION EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT",,,
"J047","MAINT-REP OF PIPE-TUBING-HOSE",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: PIPE, TUBING, HOSE, AND FITTINGS",,,
"J048","MAINT-REP OF VALVES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: VALVES",,,
"J049","MAINT-REP OF MAINT REPAIR SHOP EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MAINTENANCE AND REPAIR SHOP EQUIPMENT",,,
"J051","MAINT-REP OF HAND TOOLS",10/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: HAND TOOLS",,,
"J052","MAINT-REP OF MEASURING TOOLS",3/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MEASURING TOOL",,,
"J053","MAINT-REP OF HARDWARE & ABRASIVES",1/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: HARDWARE AND ABRASIVES",,,
"J054","MAINT-REP OF PREFAB STRUCTURES",1/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: PREFABRICATED STRUCTURES  AND SCAFFOLDING",,,
"J055","MAINT-REP OF LUMBER & MILLWORK",12/15/1984,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: LUMBER, MILLWORK, PLYWOOD, AND VENEER",,,
"J056","MAINT-REP OF CONTRUCT MATERIAL",1/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CONSTRUCTION AND BUILDING MATERIALS",,,
"J058","MAINT-REP OF COMMUNICATION EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,,
"J059","MAINT-REP OF ELECT-ELCT EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS",,,
"J060","MAINT-REP OF FIBER OPTICS MATER",9/15/1987,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",,,
"J061","MAINT-REP OF POWER DISTRIBUTION EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ELECTRIC WIRE, AND POWER AND DISTRIBUTION EQUIPMENT",,,
"J062","MAINT-REP OF LIGHTING FIXTURES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: LIGHTING FIXTURES AND LAMPS",,,
"J063","MAINT-REP OF ALARM & SIGNAL SYSTEM",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",,,
"J065","MAINT-REP OF MEDICAL-DENTAL-VET EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",,,
"J066","MAINT-REP OF INSTRUMENTS & LAB EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: INSTRUMENTS AND LABORATORY EQUIPMENT",,,
"J067","MAINT-REP OF PHOTOGRAPHIC EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: PHOTOGRAPHIC EQUIPMENT",,,
"J068","MAINT-REP OF CHEMICAL PRODUCTS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CHEMICALS AND CHEMICAL PRODUCTS",,,
"J069","MAINT-REP OF TRAINING AIDS-DEVICES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: TRAINING AIDS AND DEVICES",,,
"J070","MAINT-REP OF ADP EQ & SUPPLIES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AUTOMATIC DATA PROCESSING EQUIPMENT (INCLUDING  FIRMWARE), SOFTWARE, SUPPLIES AND SUPPORT EQUIPMENT",,,
"J071","MAINT-REP OF FURNITURE",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FURNITURE",,,
"J072","MAINT-REP OF HOUSEHOLD FURNISHINGS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",,,
"J073","MAINT-REP OF FOOD PREP-SERVING EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FOOD PREPARATION AND SERVING EQUIPMENT",,,
"J074","MAINT-REP OF OFFICE MACHINES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: OFFICE MACHINES, TEXT PROCESSING SYSTEMS AND VISIBLE RECORD EQUIPMENT",,,
"J075","MAINT-REP OF OFFICE SUPPLIES",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: OFFICE SUPPLIES AND DEVICES",,,
"J076","MAINT-REP OF BOOKS-MAPS-PUBS",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: BOOKS, MAPS, AND OTHER PUBLICATIONS",,,
"J077","MAINT-REP OF MUSICAL INST-RADIO-TV",5/15/1980,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MUSICAL INSTRUMENTS, PHONOGRAPHS, AND HOME TYPE RADIOS",,,
"J078","MAINT-REP OF RECREATIONAL EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: RECREATIONAL AND ATHLETIC EQUIPMENT",,,
"J079","MAINT-REP OF CLEANING EQ",12/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CLEANING EQUIPMENT AND SUPPLIES",,,
"J080","MAINT-REP OF BRUSHES-PAINTS-SEALER",12/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: BRUSHES, PAINTS, SEALERS, AND ADHESIVES",,,
"J081","MAINT-REP OF CONTAINERS-PACKAGING",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CONTAINERS, PACKAGING, AND PACKING SUPPLIES",,,
"J083","MAINT-REP OF TEXTILES-LEATHER-FURS",12/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",,,
"J084","MAINT-REP OF CLOTHING - INDIVID EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",,,
"J085","MAINT-REP OF TOILETRIES",10/1/1991,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: TOILETRIES",,,
"J087","MAINT-REP OF AGRICULTURAL SUPPLIES",10/1/1991,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: AGRICULTURAL SUPPLIES",,,
"J088","MAINT-REP OF LIVE ANIMALS",10/1/1991,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: LIVE ANIMALS",,,
"J089","MAINT-REP OF SUBSISTENCE",11/15/1980,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: SUBSISTENCE",,,
"J091","MAINT-REP OF FUELS-LUBRICANTS-OILS",2/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: FUELS, LUBRICANTS, OILS, AND WAXES",,,
"J093","MAINT-REP OF NONMETALIC FAB MAT",2/15/1980,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: NONMETALLIC FABRICATED MATERIALS",,,
"J094","MAINT-REP OF NONMETALIC CRUDE MAT",11/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: NONMETALLIC CRUDE MATERIALS",,,
"J095","MAINT-REP OF METAL BARS & SHEETS",4/15/1979,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: METAL BARS, SHEETS, AND SHAPES",,,
"J096","MAINT-REP OF ORES & MINERALS",10/15/1980,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",,,
"J099","MAINT-REP OF MISC EQ",10/15/1978,,"MAINTENANCE, REPAIR AND REBUILDING OF EQUIPMENT: MISCELLANEOUS",,,
"J9","NON-NUCLEAR SHIP REPAIR",10/1/1979,,,,,
"J998","NON-NUCLEAR SHIP REPAIR (EAST)",9/15/1988,,"NON-NUCLEAR  SHIP REPAIR (EAST) SHIP REPAIR (INCLUDING OVERHAULS AND CONVERSIONS) PERFORMED ON NON-NUCLEAR PROPELLED AND NONPROPELLED SHIPS EAST OF THE 108TH MERIDIAN",,,
"J999","NON-NUCLEAR SHIP REPAIR (WEST)",1/15/1989,,"NON-NUCLEAR  SHIP REPAIR (WEST) SHIP REPAIR (INCLUDING OVERHAULS AND CONVERSIONS) PERFORMED ON. NON-NUCLEAR PROPELLED AND NONPROPELLED SHIPS WEST OF THE 108TH MERIDIAN",,,
"K","MODIFICATION OF EQUIPMENT",10/1/1979,,,,,
"K0","MODIFICATION OF EQUIPMENT",10/1/1979,,,,,
"K010","MODIFICATION OF EQUIPMENT: WEAPONS",11/15/1978,,"MODIFICATION OF EQUIPMENT: WEAPONS",,,
"K011","MOD OF NUCLEAR ORDNANCE",7/15/1986,,"MODIFICATION OF EQUIPMENT: NUCLEAR ORDNANCE",,,
"K012","MOD OF FIRE CONT EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: FIRE CONTROL EQUIPMENT",,,
"K013","MOD OF AMMO & EXPLOSIVES",11/15/1978,,"MODIFICATION OF EQUIPMENT: AMMUNITION AND EXPLOSIVES",,,
"K014","MOD OF GUIDED MISSILES",10/15/1978,,"MODIFICATION OF EQUIPMENT: GUIDED MISSILES",,,
"K015","MOD OF AIRCRAFT",10/15/1978,,"MODIFICATION OF EQUIPMENT: AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS",,,
"K016","MOD OF AIRCRAFT COMPONENTS",10/15/1978,,"MODIFICATION OF EQUIPMENT: AIRCRAFT COMPONENTS AND ACCESSORIES",,,
"K017","MOD OF AIRCRAFT GROUND EQ",4/15/1980,,"MODIFICATION OF EQUIPMENT: AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",,,
"K018","MOD OF SPACE VEHICLES",11/15/1978,,"MODIFICATION OF EQUIPMENT: SPACE VEHICLES",,,
"K019","MOD OF SHIPS-SML CRAFT-DOCKS",10/15/1978,,"MODIFICATION OF EQUIPMENT: SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",,,
"K020","MOD OF SHIP & MARINE EQ",11/15/1978,,"MODIFICATION OF EQUIPMENT: SHIP AND MARINE EQUIPMENT",,,
"K022","MOD OF RAILWAY EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: RAILWAY EQUIPMENT",,,
"K023","MOD OF VEHICLES-TRAILERS-CYC",10/15/1978,,"MODIFICATION OF EQUIPMENT: GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES",,,
"K024","MODIFICATION OF EQUIPMENT: TRACTORS",8/15/1979,,"MODIFICATION OF EQUIPMENT: TRACTORS",,,
"K025","MOD OF VEHICULAR EQ",2/15/1979,,"MODIFICATION OF EQUIPMENT: VEHICULAR EQUIPMENT COMPONENTS",,,
"K026","MOD OF TIRES & TUBES",2/15/1981,,"MODIFICATION OF EQUIPMENT: TIRES AND TUBES",,,
"K028","MOD OF ENGINES & TURBINES",11/15/1978,,"MODIFICATION OF EQUIPMENT: ENGINES, TURBINES, AND COMPONENTS",,,
"K029","MOD OF ENGINE ACCESSORIES",5/15/1979,,"MODIFICATION OF EQUIPMENT: ENGINE ACCESSORIES",,,
"K030","MOD OF MECH POWER TRANS EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: MECHANICAL POWER TRANSMISSION EQUIPMENT",,,
"K031","MODIFICATION OF EQUIPMENT: BEARINGS",10/1/1991,,"MODIFICATION OF EQUIPMENT: BEARINGS",,,
"K032","MOD OF WOODWORKING MACHINE",10/1/1991,,"MODIFICATION OF EQUIPMENT: WOODWORKING MACHINERY AND EQUIPMENT",,,
"K034","MOD OF METALWORK MACHINE",11/15/1978,,"MODIFICATION OF EQUIPMENT: METALWORKING MACHINERY",,,
"K035","MOD OF SERVICE & TRADE EQ",11/15/1978,,"MODIFICATION OF EQUIPMENT: SERVICE AND TRADE EQUIPMENT",,,
"K036","MOD OF SP INDUSTRY MACHINERY",11/15/1978,,"MODIFICATION OF EQUIPMENT: SPECIAL INDUSTRY MACHINERY",,,
"K037","MOD OF AGRICULTURE MACHINE",10/1/1991,,"MODIFICATION OF EQUIPMENT: AGRICULTURAL MACHINERY AND EQUIPMENT",,,
"K038","MOD OF CONTRUCT EQ",1/15/1979,,"MODIFICATION OF EQUIPMENT: CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT",,,
"K039","MOD OF MATERIALS HANDLING EQ",11/15/1978,,"MODIFICATION OF EQUIPMENT: MATERIALS HANDLING EQUIPMENT",,,
"K040","MOD OF ROPE-CABLE-CHAIN",10/1/1991,,"MODIFICATION OF EQUIPMENT: ROPE, CABLE, CHAIN, AND FITTINGS",,,
"K041","MOD OF REFRIGERATION - AC EQ",12/15/1978,,"MODIFICATION OF EQUIPMENT: REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",,,
"K042","MOD OF FIRE-RESCUE-SAFETY EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: FIRE FIGHTING, RESCUE, AND SAFETY EQUIPMENT; AND ENVIRONMENTAL PROTECTION EQUIPMENT AND MATERIALS",,,
"K043","MOD OF PUMPS & COMPRESSORS",11/15/1978,,"MODIFICATION OF EQUIPMENT: PUMPS AND COMPRESSORS",,,
"K044","MOD OF FURNACE-NUCLEAR REAC",3/15/1981,,"MODIFICATION OF EQUIPMENT: FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; AND NUCLEAR REACTORS",,,
"K045","MOD OF PLUMBING-HEATING EQ",8/15/1979,,"MODIFICATION OF EQUIPMENT: PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",,,
"K046","MOD OF WATER PURIFICATION EQ",12/15/1978,,"MODIFICATION OF EQUIPMENT: WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT",,,
"K047","MOD OF PIPE-TUBING-HOSE",11/15/1984,,"MODIFICATION OF EQUIPMENT: PIPE, TUBING, HOSE, AND FITTINGS",,,
"K048","MODIFICATION OF EQUIPMENT: VALVES",1/15/1979,,"MODIFICATION OF EQUIPMENT: VALVES",,,
"K049","MOD OF MAINT REPAIR SHOP EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: MAINTENANCE AND REPAIR SHOP EQUIPMENT",,,
"K051","MOD OF HAND TOOLS",10/1/1991,,"MODIFICATION OF EQUIPMENT: HAND TOOLS",,,
"K052","MOD OF MEASURING TOOLS",12/15/1979,,"MODIFICATION OF EQUIPMENT: MEASURING TOOL",,,
"K053","MOD OF HARDWARE & ABRASIVES",2/15/1979,,"MODIFICATION OF EQUIPMENT: HARDWARE AND ABRASIVES",,,
"K054","MOD OF PREFAB STRUCTURES",10/15/1978,,"MODIFICATION OF EQUIPMENT: PREFABRICATED STRUCTURES  AND SCAFFOLDING",,,
"K055","MOD OF LUMBER & MILLWORK",2/15/1984,,"MODIFICATION OF EQUIPMENT: LUMBER, MILLWORK, PLYWOOD, AND VENEER",,,
"K056","MOD OF CONTRUCT MATERIAL",3/15/1980,,"MODIFICATION OF EQUIPMENT: CONSTRUCTION AND BUILDING MATERIALS",,,
"K058","MOD OF COMMUNICATION EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,,
"K059","MOD OF ELECT-ELCT EQ",10/15/1978,,"MODIFICATION OF EQUIPMENT: ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS",,,
"K060","MOD OF FIBER OPTICS MATERIAL",10/1/1991,,"MODIFICATION OF EQUIPMENT: FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",,,
