/AA|Anchorage, AK: (Anchorage Mean)
TIF|Taif, Saudi Arabia: Taif Airport
TIH|Tikehau, French Polynesia: Rangiroa
TIJ|Tijuana, Mexico: Tijuana International
TIK|Oklahoma City, OK: Tinker Air Force Base
TIM|Tembagapura, Indonesia: Timika
TIN|Tindouf, Algeria: Tindouf Airport
TIO|Tilin, Myanmar|
TIP|Tripoli, Libya: Tripoli Airport
TIQ|Tinian, TT: West Tinian
TIR|Tirupati, India: Tirupathi
TIS|Thursday Island, Australia: Thursday Island Airport
TIU|Timaru, New Zealand: Timaru Airport
TIV|Tivat, Montenegro: Tivat Airport
TIW|Tacoma, WA: Tacoma Narrows
TIX|Titusville, FL: Space Center Executive
TIY|Tidjikja, Mauritania: Tidjikja Airport
TIZ|Tari, Papua New Guinea: Tari Airport
TJA|Tarija, Bolivia: Tarija Airport
TJG|Unknown Code Description|
TJH|Toyooka, Jp|
TJI|Trujillo, Honduras: Trujillo Airport
TJK|Tokat, Tr|
TJM|Tyumen, Russia (Asian): Tyumen Airport
TJQ|Tanjung Pandan, Id|
TJS|Tanjung Selor, Id|
TK1|Ankara, Turkey: Akinci Airbase
TKA|Talkeetna, AK: Talkeetna Airport
TKB|Tekadu, Pg|
TKC|Tiko, Cameroons: Tiko Airport
TKD|Takoradi, Ghana: Takoradi Airport
TKE|Tenakee, AK: Tenakee Airport
TKF|Truckee, CA: Truckee Tahoe
TKG|Bandar Lampung, Indonesia: Branti
TKH|Takhli, Thailand: Takhli Airport
TKI|Tokeen, AK: Tokeen Airport
TKJ|Tok, AK: Tok Airport
TKK|Truk, Micronesia: Truk International
TKL|Taku Lodge, AK: Taku Sea Plane Base
TKM|Tikal, Guatemala: Tikal Airport
TKN|Tokuno Shima, Jp|
TKP|Takapoto Atoll, Pf|
TKQ|Kigoma, Tanzania: Kigoma Tz.
TKR|Thakurgaon, Bd|
TKS|Tokushima, Japan: Tokushima Airport
TKT|Tak, Thailand: Tak Airport
TKU|Turku, Finland: Turku Airport
TKX|Takaroa, Pf|
TLA|Teller, AK: Teller 3
TLC|Toluca, Mexico: Toluca Airport
TLD|Unknown Code Description|
TLE|Tulear, Madagascar: Tulear Airport
TLF|Telida, AK: Telida Airport
TLH|Tallahassee, FL: Tallahassee Municipal
TLI|Tolitoli, Id|
TLJ|Tatalina, AK: Tatalina Afs
TLK|Talknafjordhur, Iceland: Talknafjordhur Airport
TLL|Tallinn, Estonia: Ulemiste
TLM|Tilimsen, Algeria: Tilimsen Airport
TLN|Toulon/Hyeres, France: Alpe D Huez
TLO|Tol, Pg|
TLR|Tulare, CA: Mefford Field
TLS|Toulouse, France: Blagnac
TLT|Tuluksak, AK: Tuluksak Airport
TLU|Unknown Code Description|
TLV|Tel Aviv, Israel: Ben Gurion
TLW|Unknown Code Description|
TLX|Talca, Cl|
TMA|Tifton, GA: Henry Tift Myers
TMB|Miami, FL: Tamiami
TMC|Tambolaka, Id|
TMD|Timbedra, Mauritania: Timbedra Airport
TME|Tame, Co|
TMG|Tomanggong, My|
TMH|Tanahmerah, Id|
TMI|Tumlingtar, Nepal: Tumlingtar Airport
TMJ|Termez, Uz|
TML|Tamale, Ghana: Tamale Airport
TMM|Tamatave, Madagascar: Tamatave Airport
TMN|Tamana Island, Ki|
TMP|Tampere, Finland: Tampere Airport
TMR|Tamanrasset, Algeria: Aguemar
TMS|Sao Tome Island, Sao Tome and Principe: Salazar
TMT|Trombetas, Brazil: Trombetas Airport
TMU|Tambor, Cr|
TMW|Tamworth, Australia: Tamworth Airport
TMX|Timimoun, Dz|
TMY|Tiom, Id|
TN1|Lebanon, TN: Lebanon Municipal
TN2|Sparta, TN: Upper Cumberland Regional
TN3|Lewisburg, TN: Ellington
TN4|Pulaski, TN: Abernathy Field
TN5|Lexington, TN: Lexington Airport
TN6|Dyersburg, TN: Dyersburg Regional
TN7|Winchester, TN: Winchester Municipan
TNA|Jinan, China: Jinan Airport
TNC|Tin City, AK: Tin City Afs
TND|Trinidad, Cu|
TNE|Tanegashima, Japan: Tanegashima Airport
TNF|Toussus-Le-Noble, Fr|
TNG|Tangier, Morocco: Tangier
TNH|Tonghua, Cn|
TNJ|Tandjungpinang, Indonesia: Kidjang
TNK|Tununak, AK: Tanunak
TNN|Tainan, Taiwan: T Ai Nan
TNO|Tamarindo, Cr|
TNP|Twentynine Palms, CA: Twentynine Palms Airport
TNR|Antananarivo, Madagascar: Antananarivo Airport
TNT|Miami, FL: Dade Collier
TNU|Newton, Ia|
TNX|Stung Treng, Democratic Kampuchea (Cambodia): Stoeng Treng
TOA|Torrance, CA: Torrance Municipal
TOB|Tobruk, Libya: Gamal Abd El Nasser
TOD|Tioman, Malaysia: Tioman Airport
TOE|Tozeur, Tunisia: Tozeur Airport
TOF|Tomsk, Ru|
TOG|Togiak, AK: Togiak Airport
TOH|Torres, Vu|
TOJ|Madrid, Spain: Torrejon Air Force Base
TOK|Torokina, Pg|
TOL|Toledo, OH: Toledo Express
TOM|Tombouctou, Mali: Tombouctou Airport
TON|Tonu, Pg|
TOO|San Vito, Cr|
TOP|Topeka, KS: Philip Billard Municipal
TOQ|Tocopilla, Chile: Barriles
TOR|Torrington, WY: Torrington Municipal
TOS|Tromso, Norway: Langnes
TOU|Touho, New Caledonia - France: Touho Airport
TOV|Tortola, British Virgin Islands-UK: Tortola West End Sea Plane Base
TOW|Toledo, Pr, Brazil|
TOX|Tobolsk, Ru|
TOY|Toyama, Japan: Toyama Airport
TOZ|Touba, Ci|
TPA|Tampa, FL: Tampa International
TPB,Topeka: Allen Air Park
TPC|Tarapoa, Ec|
TPE|Taipei, Taiwan: Taoyuan International
TPF|Tampa, FL: Peter O'knight
TPH|Tonopah, NV: Tonopah
TPI|Tapini, Papua New Guinea: Tapini Airport
TPJ|Tinson Pen, Jamaica: Tinson Pen A/D     Tpj
TPL|Temple, TX: Draughon Miller Municipal
TPO|Tanalian Point, AK: Tanalian Point Airport
TPP|Tarapoto, Peru: Tarapoto Airport
TPQ|Tepic, Mexico: Tepic Airport
TPR|Tom Price, Australia: Tom Price Airport
TPS|Trapani/Marsala, Italy: Trapani/Birgi
TQR|Unknown Code Description|
TRA|Tarama Jima, Jp|
TRB|Turbo, Colombia: Turbo Airport
TRC|Torreon, Mexico: Torreon Airport
TRD|Trondheim, Norway: Vaernes
TRE|Tiree Island, United Kingdom: Tiree Island
TRF|Oslo, Norway: Sandefjord
TRG|Tauranga, New Zealand: Tauranga Airport
TRH|Trona, CA: Trona
TRI|Bristol/Kngsprt/Jhnsn Cty, TN: Tri City
TRK|Tarakan, Indonesia: Tarakan Airport
TRM|Thermal, CA: Thermal Airport
TRN|Turin, Italy: Torino/Caselle
TRO|Taree, Australia: Taree
TRQ|Tarauaca, Br|
TRR|Trincomalee, Sri Lanka: China Bay
TRS|Trieste, Italy: Ronchi Dei Legionari
TRT|Tremonton, Ut|
TRU|Trujillo, Peru: Cap  C Martinez De Pinillos
TRV|Trivandrum, India: Trivandrum Airport
TRW|Tarawa, Kiribati (Gilbert and Canton Islands): Bonriki
TRZ|Trichinopoly, India: Tiruchchirappalli
TSA|Shungshan, Taiwan: Shungshan
TSB|Tsumeb, Namibia: Tsumeb Airport
TSE|Astana, Kazakhstan: Astana/Tselinograd
TSF|Venice, Italy: Treviso
TSG|Tanacross, AK: Tanacross
TSH|Tshikapa, Republic Of Congo: Tshikapa Airport
TSJ|Tsushima, Japan: Tsushima Airport
TSM|Taos, NM: Taos Municipal  New Mexico
TSN|Tianjin, China: Tianjin Airport
TSO|Tresco, Gb|
TSP|Tehachapi, CA: Tehachapi Kern County Nr 4
TSR|Timisoara, Romania: Timisoara Airport
TSS|New York, NY: East 34th Street
TST|Test, TX: Test Municipal
TSU|Tabiteuea South, Ki|
TSV|Townsville, Australia: Townsville Airport
TTA|Tan Tan, Ma|
TTB|Tortoli, Italy: Arbatax
TTC|Taltal, Chile: Argolla
TTD|Troutdale, OR: Portland Troutdale
TTE|Ternate, Id|
TTG|Tartagal, Argentina: Tartagal Airport
TTH|Thumrait, Oman: Thumrait Airport
TTJ|Tottori, Japan: Tottori Airport
TTL|Turtle Island, Fiji Islands: Turtle Island Airport
TTN|Trenton, NJ: Mercer County
TTP|Tututepec, Mexico: Tututepec Airport
TTQ|Tortuquero, Cr|
TTR|Tana Toraja, Id|
TTS|Tsaratanana, Madagascar: Tsaratanana Airport
TTT|Taitung, Taiwan: Chihhang
TTU|Tetuan, Morocco: Tetouan/Sania Ramel
TUA|Tulcan, Ecuador: Tulcan Airport
TUB|Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia
TUC|Tucuman, Argentina: Tucuman Airport
TUD|Tambacounda, Senegal: Tambacounda Airport
TUF|Tours, France: St Symphorien
TUG|Tuguegarao, Philippines: Tuguegarao
TUH|Tullahoma, TN: Arnold Afs
TUI|Turaif, Saudi Arabia: Turaif Airport
TUJ|Tum, Et|
TUK|Turbat, Pakistan: Turbat Airport
TUL|Tulsa, OK: Tulsa International
TUM|Tumut, Australia: Tumut Airport
TUN|Tunis, Tunisia: Tunis/Carthage
TUO|Taupo, New Zealand: Taupo Airport
TUP|Tupelo, MS: C D Lemons Municipal
TUR|Tucurui, Brazil: Tucurui Airport
TUS|Tucson, AZ: Tucson International
TUT|Tauta, Papua New Guinea: Tauta Airport
TUU|Tabuk, Saudi Arabia: Tabuk Airport
TUV|Unknown Code Description|
TUZ|Tupa, Br|
TVA|Morafenobe, Madagascar: Morafenobe Airport
TVC|Traverse City, MI: Cherry Capital
TVF|Thief River Falls, MN: Thief River Falls Public
TVI|Thomasville, GA: Thomasville Municipal
TVL|Lake Tahoe, CA: Lake Tahoe Airport
TVU|Taveuni, Fiji Islands: Matei
TVY|Dawei, Mm|
TWA|Twin Hills, AK: Twin Hills Airport
TWB|Toowoomba, Australia: Toowoomba Airport
TWD|Port Townsend, WA: Jefferson County International
TWE|Taylor, AK: Taylor Airport
TWF|Twin Falls, ID: Twin Falls City/Co Joslin
TWH|Two Harbors, CA: Two Harbors Airport
TWN|Twin Hills, AK: Twin Hills
TWT|Unknown Code Description|
TWU|Tawau, Malaysia: Tawau Airport
TWZ|Mount Cook, Nz|
TX1|Mesquite, TX: Mesquite Metro
TX2|Denver City, TX: Denver City
TX3|Port Isabel, TX: Port Isabel - Cameron County
TX4|Ballinger, TX: Bruce Field
TX5|Cleburne, TX: Cleburne Municipal
TX6|Austin, TX: Horseshoe Bay Airpark
TXB|Tulcan, Ecuador: San Luis
TXF|Teixeira De Freitas, Br|
TXG|Taichung, Taiwan: Taichung Airport
TXK|Texarkana, AR: Texarkana Muni/Webb Field
TXL|Berlin, Germany: Tegel
TXM|Teminabuan, Id|
TXN|Tunxi, China: Tunxi Airport
TXU|Tabou, Cote d Ivoire (formerly Ivory Coast): Tabou
TYB|Tibooburra, Australia: Tibooburra Airport
TYE|Tyonek, AK: Tyonek Airport
TYF|Torsby, Se|
TYG|Thylungra, Australia: Thylungra Airport
TYL|Talara, Peru: Capitan Montes
TYN|Taiyuan, China: Taiyuan Airport
TYO|Tokyo, Japan: Metro Tokyo-(Mean)
TYR|Tyler, TX: Pounds Field
TYS|Knoxville, TN: Mcghee Tyson
TYZ|Taylor, AZ: Taylor Airport
TZA|Belize City, Belize: Belize City Municipal
TZF|Maya Beach, Belize: Maya Beach Airport
TZL|Tuzla, Bosnia and Herzegovina: Tuzla Airport
TZN|South Andros, Bahamas: South Andros Airport
TZX|Trabzon, Turkey: Trabzon Airport
UAB|Adana, Turkey: Adana - Incirlik Air Base
UAH|Ua Huka, French Polynesia: Ua Huka Airport
UAK|Narssarssuaq, Greenland - Denmark: Narssarssuaq Airport
UAM|Guam, TT: Anderson Air Force Base
UAP|Unknown Code Description|
UAQ|San Juan, Argentina: San Juan International
UAS|Samburu, Kenya: Samburu Airport
UAX|Uaxactun, Guatemala: Uaxactun
UBA|Uberaba, Brazil: Uberaba Airport
UBB|Mabuiag Island, Au|
UBF|Chatham, MA: Chatham Municipal
UBI|Buin, Pg|
UBJ|Ube, Japan: Ube Airport
UBP|Ubon, Thailand: Ubon Airport
UBS|Columbus, MS: Lowndes County
UCA|Utica/Rome, NY: Oneida County
UCN|Buchanan, Liberia: Buchanan Airport
UCT|Ukhta, Ru|
UCY|Union City, TN: Everett/Stewart
UDD|Bermuda Dunes, CA: Bermuda Dunes Airport
UDG|Darlington, SC: Darlington County Jetport
UDI|Uberlandia, Brazil: Uberlandia Airport
UDJ|Unknown Code Description|
UDR|Udaipur, India: Udaipur Airport
UEE|Queenstown, Au|
UEL|Quelimane, Mozambique: Quelimane Airport
UEO|Kume Jima, Japan: Kume Jima Airport
UES|Waukesha, WI: Waukesha County
UET|Quetta, Pakistan: Quetta/Samungli
UFA|Ufa, Russia (European): Ufa Airport
UGA|Ugashik, AK: Ugashik Airport
UGB|Pilot Point, AK: Ugashik Bay
UGC|Urgench, Uzbekistan: Urgench Airport
UGI|Uganik, AK: Uganik Airport
UGN|Waukegan, IL: Waukegan Memorial
UGO|Uige, Ao|
UGS|Ugashik, AK: Ugashik Airport
UHE|Uherske Hradiste, Czech Republic: Uherske Hradiste Airport
UHF|Upper Heyford, United Kingdom: Upper Heyford Airport
UIB|Quibdo, Colombia: El Carano
UIH|Qui Nhon, Vietnam: Qui Nhon Airport
UII|Utila Island, Honduras: Utila Island  Hond.
UIK|Unknown Code Description|
UIM|Quincemil, Peru: Quincemil
UIN|Quincy, IL: Quincy Municipal Baldwin Field
UIO|Quito, Ecuador: Mariscal Sucre
UIP|Quimper, France: Quimper/Pluguffan
UIQ|Quine Hill, Vu|
UIT|Jaluit Island, Mh|
UJE|Ujae Island, Mh|
UKA|Ukunda, Ke|
UKB|Kobe Honshu Island, Japan: Kobe
UKI|Ukiah, CA: Ukiah Municipal
UKK|Unknown Code Description|
UKU|Nuku, Pg|
ULA|San Julian, Argentina: San Julian Old
ULB|Ulei, Vu|
ULC|Santiago, Chile: Los Cerillos
ULD|Ulundi, Za|
ULE|Sule, Pg|
ULG|Ulgii, Mn|
ULI|Ulithi, Micronesia: Ulithi Airport
ULM|New Ulm, MN: New Ulm Municipal
ULN|Ulan Bator, Mongolia: Buyant Uhaa
ULO|Unknown Code Description|
ULP|Quilpie, Au|
ULQ|Tulua, Colombia: Farfan
ULS|Wichita, KS: Ulysses
ULU|Unknown Code Description|
ULY|Ulyanovsk, Russia (European): Ulyanovsk Airport
ULZ|Unknown Code Description|
UMB|Umnak, AK: North Shore
UMD|Uummannaq, Greenland - Denmark: Uummannaq Airport
UME|Umea, Sweden: Umea Airport
UMM|Summit, AK: Summit Airport
UMR|Woomera, Australia: Woomera Airport
UMT|Umiat, AK: Umiat Airport
UMU|Umuarama, Brazil: Umuarama Airport
UNA|Tungiak, AK: Tungiak Alaska
UND|Kunduz, Afghanistan: Kunduz Airport
UNG|Kiunga, Papua New Guinea: Kiunga Airport
UNI|Union Island, St. Vincent and North Grenadines: Union Island Airport
UNK|Unalakleet, AK: Unalakleet Airport
UNN|Ranong, Th|
UNR|Unknown Code Description|
UNS|Umnak, AK: Umnak
UNT|Unst, United Kingdom: Unst Airport
UOL|Buol, Id|
UOX|University/Oxford, MS: University-Oxford
UPG|Ujung Pandang, Indonesia: Hasanuddin
UPL|Upala, Cr|
UPN|Uruapan, Mexico: Uruapan Airport
UPP|Upolo Point, HI: Upolu
UQE|Queen, AK: Queen Airport
URA|Unknown Code Description|
URB|Urubupunga, Brazil: Urubupunga Airport
URC|Urumqi, China: Urumqi Airport
URE|Kuressaare, Ee|
URG|Uruguaiana, Brazil: Rubem Berta
URJ|Unknown Code Description|
URO|Rouen, France: Rouen/Boos France
URR|Unknown Code Description|
URS|Kursk, Ru|
URT|Surat Thani, Thailand: Surat Thani Airport
URY|Gurayat, Saudi Arabia: Guriat
USH|Ushuaia, Argentina: Islas Malvinas
USI|Usibelli, AK: Usi Belli Coal Mine
USK|Unknown Code Description|
USL|Unknown Code Description|
USM|Koh Samui, Thailand: Samui
USN|Ulsan, South Korea: Ulsan
USQ|Unknown Code Description|
UST|St. Augustine, FL: St Augustine
USU|Busuanga, Ph|
UTB|Muttaburra, Australia: Muttaburra Airport
UTH|Udon Thani, Thailand: Udorn
UTK|Utirik, Marshall Islands: Utirik Island
UTM|Tunica, MS: Tunica Municipal
UTN|Upington, Republic Of South Africa: Upington Airport
UTO|Utopia, AK: Indian Mountain Afs
UTP|Utapao, Thailand: U Taphao International
UTT|Umtata, Republic Of South Africa: K.D. Matanzima
UTW|Queenstown, Republic Of South Africa: Queenstown Airport
UUA|Bugulma, Ru|
UUD|Ulan-Ude, Ru|
UUK|Kuparuk, AK: North Kuparuk
UUN|Unknown Code Description|
UUS|Yuzhno-Sakhalinsk, Russia (Asian): Yuzhno-Sakhalinsk Airport
UUU|Manumu, Papua New Guinea: Manumu Airport
UVA|Uvalde, TX: Garner Field
UVE|Ouvea, Loyalty Islands-France: Ouvea Airport
UVF|St. Lucia, St. Lucia: Hewanorra International
UVL|Kharja, Arab Republic Of Egypt: New Valley
UVO|Unknown Code Description|
UXA|Lik Camp, AK: Lik Camp Airport
UXB|Fassberg, Germany: Fassberg Airport
UXC|Hawley, MN: Hawley Municipal
UXD|Chowchilla, CA: Chowchilla Airport
UXE|Faulkton, SD: Faulkton Airport
UXF|St. Anthony, ID: Stanford Field
UXG|Dutch John, UT: Dutch John Airport
UXH|Kiev, Ukraine: Gostamel
UXI|Calder Bay, AK: Calder Bay Airport
UXJ|Richmond, KY: Madison
UXK|Petaluma, CA: Petaluma Municipal
UXL|Chariot, AK: Chariot Airport
UXM|47-Mile Mine, AK: 47-Mile Mine Airport
UXN|Prestonsburg, KY: Big Sandy Regional
UXO|Fitchburg, MA: Fitchburg Municipal
UXP|Bay St. Louis, MS: Stennis International
UXQ|Gilze-Rijen, Netherlands: Gilze-Rijen Airport
UXR|Monument Valley, UT: Monument Valley Airport
UXS|Cimarron, KS: Cimarron Municipal
UXT|Lorain/Elyria, OH: Lorain Cnty Regional
UXU|Cheboygan, MI: Cheboygan City/County
UXV|Enterprise, OR: Enterprise Municipal
UXW|Cookeville, TN: Putnam County
UXX|Hot Springs, MT: Hot Springs Airport
UXY|Circle, MT: Circle Town County
UXZ|Garrison, ND: Garrison Municipal
UY1|Melilla, Uruguay: Angel S Adami
UY2|Maldonado, Uruguay: Capitan Corbeta Ca Curbelo International
UYL|Nyala, Sudan: Nyala Airport
UYN|Unknown Code Description|
UZU|Curuzu Cuatia, Argentina: Curuzu Cuatia Airport
VA1|Emporia, VA: Emporia Greensville Regional
VA2|Chesapeake, VA: Chesapeake Regional
VA3|Marion / Wytheville, VA: Mountain Empire
VA4|Leesburg, VA: Leesburg Executive
VAA|Vaasa, Finland: Vaasa Airport
VAD|Valdosta, GA: Moody Air Force Base
VAE|Valles, Mexico: Ciudad Valles
VAF|Valence, France: Valence/Chabeuil
VAG|Unknown Code Description|
VAI|Vanimo, Papua New Guinea: Vanimo Airport
VAK|Chevak, AK: Chevak Airport
VAL|Valenca, Brazil|
VAN|Van, Turkey: Van Airport
VAO|Suavanao, Solomon Islands: Suavanao Airport
VAR|Varna, Bulgaria: Varna Airport
VAS|Sivas, Turkey: Sivas Airport
VAT|Unknown Code Description|
VAV|Vava'u, Tonga: Vavau
VAW|Unknown Code Description|
VBC|Dolomite, AK: Tokeen
VBG|Lompoc, CA: Vandenberg Air Force Base
VBS|Brescia, Italy: Montichiari
VBV|Unknown Code Description|
VBY|Visby, Sweden: Visby Airport
VCA|Can Tho, Vietnam: Can Tho Airport
VCB|View Cove, AK: View Cove Airport
VCD|Unknown Code Description|
VCE|Venice, Italy: Marco Polo
VCP|Sao Paulo, Brazil: Viracopos
VCR|Carora, Venezuela: Carora Airport
VCT|Victoria, TX: Victoria County Foster
VCV|Victorville, CA: George Air Force Base
VDA|Ovda, Israel: Ovda Airport
VDB|Fagernes, No|
VDC|Vitoria Da Conquista, Brazil: Vitoria Da Conquista Airport
VDE|Valverde, Spain: Hierro
VDI|Vidalia, GA: Vidalia Municipal
VDM|Viedma, Argentina: Viedma Airport
VDP|Valle De La Pascua, Venezuela: Valle De La Pascua
VDR|Villa Dolores, Argentina: Villa Dolores Airport
VDS|Vadso, Norway: Vadso
VDZ|Valdez, AK: Valdez 2
VEB|Delano, CA: Delando-Kern County
VEE|Venetie, AK: Venetie Airport
VEJ|Vejle, Dk|
VEL|Vernal, UT: Vernal Airport
VEO,Versailles: Roy Otten Memorial Airfield
VER|Veracruz, Mexico: Gen Heriberto Jara International
VEV|Barakoma, Sb|
VEY|Vestmannaeyjar, Iceland: Vestmannaeyjar Airport
VFA|Victoria Falls, Zimbabwe: Victoria Falls Airport
VGA|Vijayawada, India: Vijayawada Airport
VGD|Vologda, Ru|
VGO|Vigo, Spain: Vigo Airport
VGT|Las Vegas, NV: North Air Terminal
VHC|Saurimo, Ao|
VHM|Vilhelmina, Sweden: Vilhelmina Airport
VHY|Vichy, France: Vichy Airport
VIA|Viana, Brazil|
VIB|Villa Constitucion, Mexico: Villa Constitucion Airport
VIC|Vicenza, Italy: Vicenza Airport
VID|Vidin, Bulgaria: Vidin Airport
VIE|Vienna, Austria: Wien/Schwechat
VIG|El Vigia, Venezuela: El Vigia Airport
VIH|Vichy, MO: Rolla National
VII|Unknown Code Description|
VIJ|Virgin Gorda, British Virgin Islands-UK: Virgin Gorda Airport
VIK|Kavik River, AK: Kavik River Airport
VIL|Dakhla, Morocco: Dakhla Airport
VIN|Vinnica, Ua|
VIS|Visalia, CA: Visalia Municipal
VIT|Vitoria, Spain: Vitoria Airport
VIU|Viru, Sb|
VIV|Unknown Code Description|
VIX|Vitoria, Brazil: Goiabeiras
VKG|Rach Gia, Vn|
VKO|Moscow, Russia (European): Vnukovo International
VKS|Vicksburg, MS: Vicksburg Municipal
VKT|Unknown Code Description|
VLC|Valencia, Spain: Valencia Airport
VLD|Valdosta, GA: Valdosta Regional
VLG|Unknown Code Description|
VLI|Port Vila, Vanuatu: Port Vila Airport
VLK|Unknown Code Description|
VLL|Valladolid, Spain: Valladolid Airport
VLM|Villa Montes, Bolivia|
VLN|Valencia, Venezuela: Zim Valencia
VLP|Unknown Code Description|
VLQ|Velazquez, Colombia: Calderon
VLR|Vallenar, Chile: Vallenar Airport
VLS|Valesdir, Vanuatu|
VLV|Valera, Venezuela: Valera Airport
VME|Villa Mercedes, Argentina: Mercedes
VMI|Unknown Code Description|
VMU|Baimuru, Pg|
VNA|Saravane, La|
VNC|Venice, FL: Venice Municipal
VNE|Vannes, Fr|
VNO|Vilnius, Lithuania: Vilnius Airport
VNS|Varanasi, India: Varanasi Airport
VNX|Unknown Code Description|
VNY|Van Nuys, CA: Van Nuys
VOG|Volgograd, Russia (European): Volgograd Airport
VOH|Unknown Code Description|
VOK|Camp Douglas, WI: Volk Field
VOL|Volos, Greece: Volos Airport
VOZ|Voronezh, Ru|
VPC|Cartersville, GA: Cartersville Airport
VPE|Ongiva, Angola: Ongiva Airport
VPN|Unknown Code Description|
VPS|Valparaiso, FL: Valparaiso - Fort Walton Beach
VPZ|Valparaiso, IN: Porter County Municipal
VQS|Vieques, PR: Vieques Airport
VRA|Varadero, Cuba: Varadero Airport
VRB|Vero Beach, FL: Vero Beach Municipal
VRC|Virac, Philippines: Virac Airport
VRK|Varkaus, Finland: Varkaus Finland
VRL|Unknown Code Description|
VRN|Verona, Italy: Verona Airport
VRY|Unknown Code Description|
VSA|Villahermosa, Mexico: Tabasquena De Aviacion
VSE|Viseu, Portugal: Viseu Airport
VSF|Springfield, VT: Hartness State
VSG|Lugansk, Ua|
VST|Vasteras, Sweden: Vasteras/Hasslo
VTB|Unknown Code Description|
VTE|Vientiane, Laos: Vientiane Airport
VTF|Vatulele, Fj|
VTG|Vung Tau, Vn|
VTN|Valentine, NE: Miller Field
VTU|Las Tunas, Cu|
VTZ|Visakhapatnam, India: Vishakhapatnam
VUP|Valledupar, Colombia: Valledupar Airport
VUS|Unknown Code Description|
VVB|Mahanoro, Mg|
VVC|Villavicencio, Colombia: Apiay
VVI|Santa Cruz, Bolivia: Viru Viru International
VVK|Vastervik, Sweden: Vastervik Airport
VVO|Vladivostok, Russia (Asian): Vladivostok Airport
VVZ|Illizi, Dz|
VWA|Headland, AL: Headland Municipal
VWB|Myrtle Creek, OR: Myrtle Creek Municipal
VWC|Gallatin, TN: Sumner County Regional
VWD|Hanford, CA: Hanford Municipal
VWE|Chelan, WA: Chelan Municipal
VWF|Custer, SD: Custer County
VWG|Garibaldi, OR: Tillamook
VWH|Midland/Odessa, TX: Odessa Schlemeyer Field
VWI|California City, CA: California City Municipal
VWJ|Cameron, SC: Mcneil
VWK|Saratoga Springs, NY: Saratoga County
VWL|Bemidji, MN: Nary National Shefland Field
VWM|Weed, CA: Weed Airport
VWN|Parker, AZ: Avi Suquilla
VWO|Arlington, WA: Arlington Municipal
VWP|Bernard, ID: Bernard Usfs
VWQ|Lodi, CA: Kingdon Airpark
VWR|Independence, CA: Independence Airport
VWS|Wichita, KS: Colonel James Jabara
VWT|Americus, GA: Souther Field
VWU|Glen Ullin, ND: Glen Ullin Municipal
VWV|Mountain View, OK: Sugar Creek Ranch
VWW|Deer Lodge, MT: Deer Lodge City/Co
VWX|Hondo, TX: Hondo Municipal
VWY|Landsberg, Germany: Landsberg/Lech
VWZ|Granite Creek Mine, AK: Granite Creek Mine Airport
VXC|Lichinga, Mz|
VXE|Sao Vicente, Cape Verde Islands: San Pedro
VXO|Vaxjo, Sweden: Urasa
VYD|Vryheid, Republic Of South Africa: Vryheid Airport
